id,customer_name,restaurant_name,cuisine_type,location,price_range,rating,liked
15,Aarav Singh,Bangalore Burger,American,Banashankari,1296,3.8,0
7,Aarav Singh,Bengaluru Grill,Indian,Bommanahalli,1164,4.0,0
14,Aisha Khan,Bangalore Pancake,Italian,Koramangala,1752,4.4,1
4,Ananya Patel,Bangalore Pizza,Indian,Indiranagar,1778,4.3,1
13,Nisha Patel,Bangalore Pizza,Indian,Jayanagar,1492,4.5,1
14,Aarav Singh,Bangalore Sandwich,American,Koramangala,1800,4.4,0
13,Vinay Kumar,Spice Villa,Indian,Marathahalli,1171,4.3,0
11,Vinay Kumar,Bangalore Pizza,Mediterranean,Hebbal,1115,4.1,1
12,Ananya Patel,Bangalore Thali,American,Koramangala,1482,4.2,0
14,Mira Gupta,Bangalore Rolls,Indian,Marathahalli,1120,4.0,1
13,Kavita Naidu,Bangalore Bites,Italian,Banashankari,1512,4.7,1
8,Ananya Patel,Bangalore Burger,Indian,Indiranagar,1198,3.9,0
15,Kumar Patel,Bangalore Paratha,Mediterranean,Koramangala,1800,4.4,1
10,Sophia Singh,Bangalore Biryani,Italian,Banashankari,1165,4.4,1
6,Ravi Verma,Bangalore Pancake,American,Banashankari,1146,3.8,0
11,Kavita Naidu,Bangalore Dosa,Indian,Banashankari,1496,4.4,1
15,Ananya Patel,Bangalore Rolls,Indian,Whitefield,1800,4.6,1
7,Ananya Patel,Bangalore Paratha,Italian,Electronic City,1800,4.4,1
15,Jyothi Reddy,Bangalore Pizza,Italian,Malleswaram,1779,4.5,1
11,Vinay Kumar,Bengaluru Grill,Indian,Whitefield,1059,3.8,0
9,Ravi Verma,Bangalore Sandwich,American,Malleswaram,1096,4.5,0
11,Mira Gupta,Bangalore Dosa,Indian,Electronic City,1800,4.4,1
14,Nisha Patel,Bangalore Pizza,Indian,Whitefield,1800,4.5,1
8,Jyothi Reddy,Bangalore Pasta,Mediterranean,Domlur,1108,4.4,1
14,Kavita Naidu,Bangalore Sushi,Japanese,Indiranagar,1800,4.6,1
15,Aarav Singh,Bangalore Burger,Indian,Bellandur,1071,4.0,0
5,Mira Gupta,Bangalore Pasta,Indian,Indiranagar,1800,4.4,1
6,Priya Gupta,Bangalore Sandwich,Indian,Banashankari,1504,4.1,0
9,Mira Gupta,Bangalore Burger,Indian,Banashankari,1066,4.0,0
8,Aisha Khan,Bengaluru Grill,Indian,Marathahalli,1479,4.4,1
4,Sophia Singh,Bangalore Rolls,Japanese,Domlur,1800,4.1,1
15,Kavita Naidu,Bangalore Pizza,Indian,Koramangala,1800,4.4,1
14,Kumar Patel,Bangalore Dosa,Indian,Banashankari,1250,4.1,0
6,Jyothi Reddy,Bangalore Sushi,Italian,Electronic City,1783,4.6,1
7,Kavita Naidu,Bangalore Thali,American,Indiranagar,1166,4.0,0
12,Nisha Patel,Bangalore Biryani,Indian,Domlur,1800,4.6,1
5,Mira Gupta,Bangalore Thali,Indian,Banashankari,1554,4.1,1
12,Ananya Patel,Bengaluru Grill,Italian,Bommanahalli,1161,4.0,0
5,Ananya Patel,Bangalore Bites,Indian,Banashankari,1514,3.8,1
11,Aarav Singh,Bangalore Rolls,American,Hebbal,1274,3.9,1
4,Aisha Khan,Bangalore Biryani,Indian,Domlur,1800,4.6,1
8,Ravi Verma,Bangalore Pizza,Indian,Domlur,1544,4.3,1
9,Vinay Kumar,Bangalore Burger,American,Bommanahalli,1068,4.0,0
10,Nisha Patel,Bengaluru Grill,American,Koramangala,1482,4.7,1
11,Megha Singh,Bangalore Sushi,Indian,Hebbal,1101,4.5,0
3,Aisha Khan,Bangalore Thali,Indian,Bellandur,1077,3.8,0
10,Kavita Naidu,Bangalore Thali,Indian,Banashankari,1149,4.0,0
1,Rajesh Kumar,Bangalore Thali,Indian,Malleswaram,1800,4.3,1
12,Priya Gupta,Bangalore Pasta,Italian,Domlur,1800,4.3,1
5,Nisha Patel,Bengaluru Grill,Indian,Hebbal,1552,4.6,0
13,Sophia Singh,Bangalore Biryani,Indian,Koramangala,1734,4.7,1
11,Mira Gupta,Bangalore Pasta,Indian,Electronic City,1800,4.6,1
9,Rajesh Kumar,Bangalore Thali,Indian,Whitefield,1462,3.8,1
9,Rakesh Singh,Bangalore Sandwich,Indian,Jayanagar,1109,3.9,0
13,Megha Singh,Bangalore Sushi,Japanese,Koramangala,1800,4.1,0
7,Sophia Singh,Bangalore Biryani,American,Jayanagar,1800,4.5,1
2,Sophia Singh,Bangalore Biryani,Indian,Indiranagar,1542,4.3,0
10,Megha Singh,Bangalore Rolls,Indian,Koramangala,1784,4.0,1
7,Jyothi Reddy,Bangalore Thali,Indian,Electronic City,1800,4.4,0
11,Sophia Singh,Bangalore Sushi,Indian,Whitefield,1026,4.0,0
11,Mira Gupta,Bengaluru Grill,American,Bellandur,1108,4.1,0
4,Mira Gupta,Bangalore Paratha,Indian,Marathahalli,1086,4.0,0
11,Rakesh Singh,Bangalore Bites,Indian,Whitefield,1490,4.2,0
13,Vinay Kumar,Bangalore Sushi,Mediterranean,Koramangala,1196,3.8,0
11,Megha Singh,Bangalore Paratha,Mediterranean,Domlur,1768,4.2,0
12,Nisha Patel,Bangalore Sushi,Indian,Koramangala,1800,4.7,1
4,Rajesh Kumar,Bangalore Pancake,American,Banashankari,1045,4.1,0
4,Priya Gupta,Bangalore Dosa,Indian,Electronic City,1800,4.3,1
10,Aisha Khan,Bangalore Pizza,Italian,Electronic City,1735,4.4,1
11,Sophia Singh,Bangalore Paratha,Italian,Electronic City,1800,4.3,1
5,Rakesh Singh,Bangalore Biryani,Indian,Bellandur,1000,3.8,0
1,Ravi Verma,Bangalore Bites,Indian,Bellandur,1077,4.0,0
4,Ravi Verma,Bangalore Rolls,Japanese,Malleswaram,1033,4.1,1
4,Aisha Khan,Bangalore Sandwich,Indian,Marathahalli,1505,4.5,1
11,Priya Gupta,Bangalore Pasta,Italian,Malleswaram,1569,4.6,1
4,Vinay Kumar,Bangalore Rolls,Indian,Whitefield,1094,3.8,0
8,Rajesh Kumar,Bangalore Masala,Indian,Indiranagar,1513,4.5,1
15,Kumar Patel,Bangalore Burger,Mediterranean,Banashankari,1182,3.9,0
13,Vinay Kumar,Bangalore Sandwich,Indian,Koramangala,1739,4.3,1
11,Nisha Patel,Bangalore Sushi,Indian,Koramangala,1598,4.4,1
13,Priya Gupta,Bangalore Thali,Italian,Malleswaram,1764,4.1,1
15,Vinay Kumar,Bangalore Pizza,Italian,Jayanagar,1059,4.4,1
6,Sophia Singh,Bangalore Paratha,Indian,Bommanahalli,1033,3.9,0
2,Ananya Patel,Bangalore Pizza,Indian,Bommanahalli,1798,4.2,1
15,Megha Singh,Bangalore Bites,Indian,Koramangala,1161,4.1,1
14,Aarav Singh,Bangalore Burger,Indian,Bellandur,1109,3.8,0
11,Nisha Patel,Bangalore Rolls,Japanese,Malleswaram,1800,4.4,1
11,Rakesh Singh,Bangalore Thali,Indian,Banashankari,1536,4.4,1
11,Aarav Singh,Bangalore Sandwich,Mediterranean,Bommanahalli,1201,3.9,0
11,Aisha Khan,Bangalore Burger,Indian,Jayanagar,1196,4.1,0
12,Vinay Kumar,Bangalore Pancake,Indian,Marathahalli,1560,4.6,1
8,Kavita Naidu,Bangalore Rolls,Italian,Koramangala,1492,4.3,1
13,Ananya Patel,Bangalore Paratha,Indian,Jayanagar,1182,4.0,0
12,Ananya Patel,Bangalore Sushi,Indian,Koramangala,1800,4.4,1
10,Aisha Khan,Bangalore Pancake,Indian,Banashankari,1744,4.4,1
10,Ananya Patel,Bangalore Burger,Mediterranean,Malleswaram,1309,3.9,0
11,Rajesh Kumar,Bangalore Sandwich,American,Hebbal,1123,3.9,0
8,Jyothi Reddy,Bengaluru Grill,Italian,Banashankari,1532,3.9,0
15,Sophia Singh,Bangalore Sushi,Italian,Koramangala,1800,4.7,1
15,Priya Gupta,Bangalore Thali,Italian,Jayanagar,1693,4.5,1
12,Kumar Patel,Spice Villa,Mediterranean,Banashankari,1032,4.6,0
4,Vinay Kumar,Bangalore Thali,Indian,Malleswaram,1109,4.0,0
13,Aisha Khan,Bangalore Bites,Japanese,Marathahalli,1800,4.5,0
1,Ananya Patel,Bengaluru Grill,Indian,Jayanagar,1500,4.2,1
3,Aarav Singh,Spice Villa,Indian,Hebbal,1110,3.8,0
15,Ravi Verma,Bangalore Burger,American,Bellandur,1145,3.8,0
12,Vinay Kumar,Bangalore Rolls,Mediterranean,Bellandur,1220,3.9,0
11,Jyothi Reddy,Bangalore Pizza,Indian,Marathahalli,1713,4.6,1
4,Ananya Patel,Bangalore Bites,Indian,Banashankari,1501,4.1,1
10,Aarav Singh,Bangalore Masala,Mediterranean,Whitefield,1141,3.9,0
7,Kavita Naidu,Bangalore Rolls,Indian,Bommanahalli,1800,4.4,0
15,Ananya Patel,Bangalore Paratha,Indian,Banashankari,1184,4.1,0
13,Aisha Khan,Bangalore Rolls,Indian,Electronic City,1549,4.5,1
7,Ananya Patel,Bangalore Paratha,Italian,Domlur,1161,4.1,0
4,Rajesh Kumar,Bangalore Paratha,Italian,Domlur,1507,4.5,1
5,Mira Gupta,Bangalore Rolls,Italian,Koramangala,1552,4.7,1
13,Megha Singh,Bangalore Burger,Indian,Marathahalli,1800,4.6,0
10,Sophia Singh,Bangalore Paratha,Italian,Indiranagar,1628,4.5,1
6,Ananya Patel,Bangalore Bites,Indian,Koramangala,1793,4.5,1
12,Aarav Singh,Bangalore Sandwich,Indian,Hebbal,1222,3.9,0
7,Sophia Singh,Bangalore Pancake,Indian,Banashankari,1147,4.1,1
15,Kavita Naidu,Bangalore Paratha,Indian,Banashankari,1575,4.7,1
1,Kavita Naidu,Bangalore Paratha,Indian,Malleswaram,1800,4.6,1
15,Megha Singh,Bangalore Thali,Indian,Whitefield,1800,4.2,1
11,Kavita Naidu,Bangalore Sandwich,Italian,Whitefield,1152,4.4,1
12,Rakesh Singh,Bangalore Paratha,American,Marathahalli,1766,4.5,1
2,Kavita Naidu,Bangalore Bites,Indian,Electronic City,1504,4.3,1
4,Rajesh Kumar,Bangalore Sandwich,Indian,Bommanahalli,1159,3.8,0
8,Jyothi Reddy,Bangalore Thali,Indian,Domlur,1758,4.3,1
13,Rajesh Kumar,Bangalore Dosa,Indian,Banashankari,1551,4.4,0
13,Megha Singh,Bangalore Thali,American,Koramangala,1091,3.9,1
15,Megha Singh,Spice Villa,Indian,Bellandur,1800,3.8,0
13,Megha Singh,Spice Villa,Indian,Bommanahalli,1766,4.4,1
12,Sophia Singh,Bangalore Paratha,Japanese,Whitefield,1546,4.5,1
13,Aisha Khan,Bangalore Thali,Japanese,Electronic City,1489,4.7,1
14,Nisha Patel,Bangalore Paratha,Indian,Electronic City,1518,4.2,1
2,Mira Gupta,Bangalore Burger,American,Whitefield,1176,4.0,0
3,Megha Singh,Bangalore Pancake,Indian,Hebbal,1102,3.8,0
14,Mira Gupta,Bangalore Pizza,Italian,Koramangala,1484,4.1,0
11,Kavita Naidu,Bangalore Biryani,Indian,Jayanagar,1694,4.7,1
12,Aisha Khan,Bangalore Pizza,Italian,Marathahalli,1748,4.4,1
1,Ananya Patel,Bangalore Paratha,Indian,Jayanagar,1000,3.9,1
12,Mira Gupta,Bangalore Pancake,American,Bommanahalli,1252,3.9,0
13,Aisha Khan,Bangalore Biryani,Indian,Electronic City,1800,4.6,1
2,Kavita Naidu,Bangalore Masala,Indian,Indiranagar,1178,3.9,0
7,Ravi Verma,Bangalore Sandwich,Mediterranean,Hebbal,1162,3.8,0
5,Aarav Singh,Bangalore Masala,Indian,Banashankari,1018,3.9,0
2,Rakesh Singh,Bangalore Paratha,Indian,Whitefield,1000,4.5,1
15,Sophia Singh,Bangalore Bites,Japanese,Indiranagar,1800,4.4,1
2,Ananya Patel,Bangalore Pizza,Indian,Bommanahalli,1110,3.8,1
14,Aisha Khan,Bangalore Sushi,Italian,Domlur,1800,4.4,0
12,Megha Singh,Bangalore Pasta,Indian,Koramangala,1479,4.5,1
13,Priya Gupta,Bangalore Pancake,Indian,Koramangala,1800,4.6,1
11,Kavita Naidu,Bangalore Biryani,Indian,Koramangala,1491,4.5,0
9,Megha Singh,Bangalore Paratha,Italian,Indiranagar,1730,4.6,1
10,Aisha Khan,Bangalore Rolls,Italian,Koramangala,1052,4.0,0
10,Aarav Singh,Bangalore Burger,American,Hebbal,1241,3.8,0
9,Jyothi Reddy,Bangalore Burger,Indian,Banashankari,1000,3.8,0
6,Aarav Singh,Bangalore Sandwich,Indian,Bellandur,1155,3.8,0
10,Kavita Naidu,Bangalore Biryani,Indian,Banashankari,1534,4.6,1
6,Aisha Khan,Bangalore Pizza,Indian,Domlur,1724,4.7,1
4,Ananya Patel,Bangalore Rolls,Indian,Malleswaram,1800,4.4,1
4,Aisha Khan,Bangalore Masala,Indian,Koramangala,1303,4.3,1
15,Megha Singh,Bangalore Pizza,Indian,Marathahalli,1800,4.6,1
8,Rajesh Kumar,Bangalore Sandwich,Indian,Bommanahalli,1193,3.9,0
12,Mira Gupta,Bangalore Sandwich,American,Banashankari,1231,3.8,0
10,Aarav Singh,Bangalore Burger,Indian,Koramangala,1160,3.8,0
11,Aisha Khan,Bangalore Pasta,Italian,Electronic City,1800,4.3,1
5,Ravi Verma,Bangalore Sushi,Indian,Domlur,1800,4.1,1
11,Aarav Singh,Bangalore Biryani,Indian,Koramangala,1057,4.0,0
3,Megha Singh,Bangalore Thali,Indian,Indiranagar,1127,3.8,0
7,Rajesh Kumar,Bangalore Sushi,Indian,Bellandur,1800,4.3,1
15,Kavita Naidu,Bangalore Pasta,Italian,Electronic City,1800,4.4,1
8,Kavita Naidu,Spice Villa,Indian,Bellandur,1046,3.9,1
11,Megha Singh,Bangalore Pizza,Italian,Jayanagar,1768,4.5,1
11,Mira Gupta,Bangalore Bites,Indian,Domlur,1473,4.2,0
8,Kumar Patel,Bangalore Sandwich,Indian,Jayanagar,1281,4.2,0
6,Rakesh Singh,Bangalore Bites,Indian,Banashankari,1564,4.1,1
15,Megha Singh,Bangalore Masala,Indian,Hebbal,1537,4.4,1
4,Kumar Patel,Bangalore Sandwich,Mediterranean,Banashankari,1177,4.2,0
15,Jyothi Reddy,Bangalore Pancake,Japanese,Jayanagar,1789,4.2,1
5,Aarav Singh,Bangalore Biryani,Indian,Bommanahalli,1800,3.8,1
4,Kavita Naidu,Bangalore Sushi,Indian,Bommanahalli,1492,3.9,0
3,Rakesh Singh,Bangalore Sandwich,Indian,Bommanahalli,1103,3.8,0
3,Ananya Patel,Spice Villa,Indian,Domlur,1403,4.0,0
15,Jyothi Reddy,Bangalore Sandwich,American,Hebbal,1240,3.9,1
12,Rakesh Singh,Bangalore Bites,Indian,Koramangala,1064,3.8,0
15,Ravi Verma,Bangalore Paratha,Italian,Electronic City,1800,4.7,1
15,Rakesh Singh,Bangalore Thali,Indian,Koramangala,1441,4.6,1
10,Mira Gupta,Bangalore Pizza,Indian,Jayanagar,1081,3.9,0
3,Vinay Kumar,Bangalore Dosa,Indian,Malleswaram,1062,3.8,0
10,Sophia Singh,Bangalore Pancake,Indian,Jayanagar,1000,4.0,0
8,Vinay Kumar,Spice Villa,Indian,Marathahalli,1060,4.3,0
9,Jyothi Reddy,Spice Villa,Indian,Jayanagar,1783,4.2,0
10,Rakesh Singh,Bangalore Bites,American,Whitefield,1115,4.7,0
11,Ravi Verma,Bangalore Paratha,Indian,Whitefield,1574,4.2,1
4,Nisha Patel,Bangalore Biryani,Indian,Electronic City,1528,4.1,1
11,Priya Gupta,Bangalore Thali,Indian,Whitefield,1086,4.0,1
2,Rakesh Singh,Bangalore Paratha,Indian,Indiranagar,1765,4.7,1
7,Jyothi Reddy,Bangalore Pasta,Indian,Jayanagar,1525,4.3,1
15,Vinay Kumar,Bangalore Sandwich,American,Hebbal,1092,3.8,0
1,Nisha Patel,Bangalore Masala,Indian,Whitefield,1723,4.3,1
10,Rajesh Kumar,Bangalore Burger,American,Banashankari,1000,4.0,0
11,Rakesh Singh,Bangalore Pasta,Japanese,Koramangala,1800,4.6,1
11,Aisha Khan,Bangalore Sushi,Indian,Domlur,1509,4.7,1
15,Jyothi Reddy,Bangalore Pasta,Italian,Domlur,1688,4.4,1
2,Kavita Naidu,Bangalore Biryani,Indian,Domlur,1115,4.0,0
7,Aisha Khan,Bengaluru Grill,Italian,Jayanagar,1772,4.7,1
9,Jyothi Reddy,Bangalore Sandwich,Indian,Jayanagar,1554,4.7,1
10,Rajesh Kumar,Bangalore Thali,Japanese,Koramangala,1485,4.7,1
11,Megha Singh,Bangalore Sandwich,Mediterranean,Indiranagar,1800,4.4,1
12,Nisha Patel,Bangalore Pancake,Indian,Domlur,1237,4.5,1
15,Megha Singh,Bangalore Sushi,Indian,Indiranagar,1751,4.5,1
3,Rakesh Singh,Bangalore Biryani,Indian,Koramangala,1081,4.7,1
12,Nisha Patel,Bangalore Dosa,Indian,Banashankari,1177,3.8,0
7,Rajesh Kumar,Bangalore Paratha,Mediterranean,Marathahalli,1000,4.4,0
12,Mira Gupta,Bangalore Masala,Italian,Domlur,1000,3.9,0
12,Ravi Verma,Bangalore Pancake,American,Electronic City,1379,4.0,0
15,Vinay Kumar,Bangalore Sandwich,Japanese,Banashankari,1107,4.4,0
9,Aarav Singh,Bengaluru Grill,Indian,Koramangala,1259,3.9,0
11,Rajesh Kumar,Bangalore Sushi,Indian,Jayanagar,1632,4.5,1
12,Aisha Khan,Bangalore Thali,Japanese,Koramangala,1059,4.0,0
11,Nisha Patel,Spice Villa,Mediterranean,Koramangala,1015,4.1,0
12,Sophia Singh,Bangalore Paratha,Italian,Hebbal,1800,4.4,1
3,Nisha Patel,Spice Villa,Indian,Jayanagar,1511,4.3,1
2,Priya Gupta,Bangalore Pizza,Indian,Electronic City,1800,4.5,1
12,Sophia Singh,Bangalore Paratha,Indian,Koramangala,1131,4.0,0
6,Aisha Khan,Bangalore Rolls,Indian,Koramangala,1800,4.7,0
4,Kavita Naidu,Bangalore Bites,Indian,Indiranagar,1800,4.6,1
4,Ananya Patel,Bangalore Bites,Indian,Koramangala,1681,4.6,1
10,Aisha Khan,Bangalore Rolls,Indian,Malleswaram,1800,4.5,1
5,Sophia Singh,Bangalore Sandwich,Indian,Koramangala,1015,4.1,1
4,Jyothi Reddy,Bangalore Masala,Mediterranean,Bommanahalli,1078,4.6,0
7,Mira Gupta,Bangalore Rolls,Italian,Bellandur,1203,3.9,0
15,Mira Gupta,Bangalore Masala,American,Hebbal,1210,3.8,0
11,Aisha Khan,Bengaluru Grill,Indian,Jayanagar,1711,4.3,1
8,Ananya Patel,Bengaluru Grill,Indian,Jayanagar,1474,4.6,1
1,Ravi Verma,Bangalore Bites,Indian,Indiranagar,1800,4.3,1
2,Sophia Singh,Bengaluru Grill,Indian,Bommanahalli,1484,4.2,0
4,Ravi Verma,Bangalore Masala,Indian,Banashankari,1264,4.1,0
9,Ravi Verma,Bangalore Bites,Indian,Koramangala,1800,4.5,1
15,Kumar Patel,Bangalore Rolls,Mediterranean,Bellandur,1135,3.8,0
5,Kavita Naidu,Bangalore Paratha,Indian,Whitefield,1429,4.2,1
13,Mira Gupta,Bangalore Rolls,Indian,Bommanahalli,1067,4.1,0
14,Megha Singh,Bangalore Masala,American,Koramangala,1219,3.9,0
12,Priya Gupta,Bangalore Pizza,Indian,Indiranagar,1779,4.5,1
4,Ananya Patel,Bangalore Biryani,Indian,Indiranagar,1800,4.6,1
10,Kavita Naidu,Spice Villa,American,Bellandur,1048,3.8,0
7,Rajesh Kumar,Bangalore Burger,Indian,Banashankari,1477,3.9,0
7,Mira Gupta,Bangalore Burger,Mediterranean,Bommanahalli,1147,3.8,0
6,Nisha Patel,Bangalore Paratha,Indian,Marathahalli,1800,4.4,1
13,Ananya Patel,Bangalore Rolls,Indian,Koramangala,1543,4.2,1
8,Ravi Verma,Bangalore Pasta,Indian,Hebbal,1118,4.1,0
14,Kavita Naidu,Bangalore Burger,Italian,Bellandur,1791,4.4,1
12,Priya Gupta,Bangalore Paratha,Italian,Koramangala,1138,4.0,0
1,Vinay Kumar,Bangalore Dosa,Indian,Malleswaram,1516,3.9,0
15,Megha Singh,Bangalore Biryani,Indian,Jayanagar,1800,4.7,1
8,Aarav Singh,Spice Villa,American,Hebbal,1163,4.0,0
12,Aarav Singh,Bangalore Sandwich,Indian,Banashankari,1195,3.8,0
9,Jyothi Reddy,Bangalore Sushi,American,Bommanahalli,1164,3.9,1
9,Mira Gupta,Bangalore Masala,Indian,Banashankari,1501,4.6,1
15,Priya Gupta,Bangalore Bites,Japanese,Koramangala,1800,4.1,0
10,Rakesh Singh,Bangalore Biryani,Indian,Banashankari,1142,3.8,0
13,Kavita Naidu,Bangalore Sushi,Indian,Bellandur,1206,3.9,0
15,Ananya Patel,Bangalore Thali,Japanese,Indiranagar,1494,4.5,1
7,Nisha Patel,Bangalore Pasta,Indian,Bellandur,1317,4.2,0
14,Jyothi Reddy,Bangalore Dosa,Indian,Domlur,1800,4.6,1
12,Nisha Patel,Bangalore Thali,Japanese,Indiranagar,1798,4.6,1
10,Aisha Khan,Bangalore Paratha,Indian,Bellandur,1783,4.7,1
11,Rajesh Kumar,Bangalore Sandwich,Mediterranean,Hebbal,1082,4.0,0
7,Vinay Kumar,Bangalore Burger,Indian,Marathahalli,1548,4.6,1
4,Ananya Patel,Bangalore Dosa,Indian,Marathahalli,1493,3.9,0
13,Priya Gupta,Bangalore Sushi,Japanese,Malleswaram,1800,4.4,1
11,Jyothi Reddy,Bangalore Sushi,Japanese,Koramangala,1246,4.6,1
5,Jyothi Reddy,Bangalore Bites,Indian,Koramangala,1000,3.8,0
2,Ravi Verma,Bangalore Biryani,Indian,Banashankari,1075,4.3,1
13,Nisha Patel,Bangalore Paratha,Italian,Jayanagar,1759,4.6,1
6,Priya Gupta,Bengaluru Grill,Indian,Marathahalli,1797,4.5,1
7,Priya Gupta,Bangalore Thali,Italian,Bellandur,1707,3.9,0
12,Ananya Patel,Bangalore Paratha,Indian,Jayanagar,1498,4.7,1
4,Mira Gupta,Bangalore Paratha,Indian,Malleswaram,1788,4.2,1
12,Rakesh Singh,Bangalore Burger,Japanese,Banashankari,1784,4.5,0
15,Jyothi Reddy,Bangalore Sandwich,Italian,Koramangala,1247,4.6,0
15,Rakesh Singh,Spice Villa,American,Jayanagar,1233,3.8,0
3,Rajesh Kumar,Bangalore Burger,Indian,Hebbal,1181,4.0,0
6,Priya Gupta,Bangalore Burger,Italian,Bellandur,1800,4.4,1
12,Mira Gupta,Bangalore Burger,American,Marathahalli,1155,4.2,1
12,Ananya Patel,Bangalore Pizza,Indian,Indiranagar,1125,3.8,1
7,Ravi Verma,Bangalore Masala,Indian,Bommanahalli,1075,4.0,0
15,Priya Gupta,Bangalore Bites,Italian,Jayanagar,1435,4.1,1
13,Aisha Khan,Bengaluru Grill,Japanese,Koramangala,1730,4.7,1
11,Nisha Patel,Bangalore Paratha,Indian,Bellandur,1800,4.7,1
2,Rajesh Kumar,Bangalore Pancake,Indian,Banashankari,1204,3.9,0
14,Aarav Singh,Bangalore Dosa,American,Banashankari,1179,3.8,0
7,Sophia Singh,Bangalore Thali,Indian,Marathahalli,1800,4.3,1
12,Rakesh Singh,Bangalore Paratha,American,Koramangala,1800,4.5,1
10,Vinay Kumar,Spice Villa,Indian,Koramangala,1246,4.1,0
15,Vinay Kumar,Bangalore Pancake,Indian,Bellandur,1080,3.9,0
14,Jyothi Reddy,Bangalore Sandwich,Indian,Domlur,1637,4.4,1
15,Sophia Singh,Spice Villa,Indian,Koramangala,1635,4.1,1
15,Kumar Patel,Bangalore Burger,American,Hebbal,1174,3.8,0
14,Priya Gupta,Bangalore Pizza,Italian,Indiranagar,1800,4.5,1
12,Aisha Khan,Bangalore Sandwich,Indian,Marathahalli,1076,4.0,1
7,Rakesh Singh,Bangalore Masala,Indian,Bellandur,1155,4.1,0
1,Nisha Patel,Bengaluru Grill,Indian,Indiranagar,1467,4.0,1
15,Sophia Singh,Bangalore Sushi,Japanese,Jayanagar,1800,4.5,1
6,Rajesh Kumar,Bangalore Sandwich,Indian,Bommanahalli,1139,3.9,0
7,Priya Gupta,Bangalore Rolls,Indian,Marathahalli,1798,4.6,1
5,Ananya Patel,Spice Villa,Indian,Domlur,1527,4.3,1
14,Aarav Singh,Bangalore Sandwich,American,Bommanahalli,1800,4.6,0
10,Sophia Singh,Bangalore Pizza,American,Jayanagar,1500,4.6,1
5,Kumar Patel,Bangalore Dosa,Indian,Koramangala,1451,4.3,0
14,Nisha Patel,Spice Villa,Indian,Electronic City,1159,4.4,0
12,Vinay Kumar,Spice Villa,American,Jayanagar,1800,3.9,0
11,Aarav Singh,Bangalore Pizza,Indian,Koramangala,1800,4.4,1
6,Rakesh Singh,Bangalore Paratha,Indian,Bommanahalli,1744,3.8,0
7,Aisha Khan,Bangalore Biryani,Indian,Banashankari,1091,3.9,0
9,Ravi Verma,Bangalore Paratha,Indian,Malleswaram,1526,4.6,1
13,Kumar Patel,Bangalore Bites,American,Banashankari,1206,3.9,1
12,Aisha Khan,Bangalore Pizza,Indian,Koramangala,1800,4.7,1
11,Rakesh Singh,Bangalore Bites,Indian,Whitefield,1140,3.9,0
9,Vinay Kumar,Bangalore Biryani,Indian,Koramangala,1446,4.5,1
14,Aarav Singh,Bangalore Sandwich,American,Koramangala,1141,4.3,0
7,Rakesh Singh,Bangalore Masala,Indian,Marathahalli,1122,3.8,0
15,Aisha Khan,Bangalore Pasta,Japanese,Marathahalli,1491,4.6,1
2,Sophia Singh,Bangalore Thali,Indian,Koramangala,1446,4.1,1
11,Rajesh Kumar,Bangalore Burger,Indian,Bellandur,1092,3.8,0
15,Ananya Patel,Bangalore Pizza,Indian,Koramangala,1138,4.1,0
5,Aarav Singh,Bangalore Sandwich,Mediterranean,Hebbal,1069,3.8,0
12,Vinay Kumar,Bangalore Burger,American,Banashankari,1235,3.8,0
2,Rajesh Kumar,Bengaluru Grill,Indian,Indiranagar,1010,3.8,0
14,Ananya Patel,Bangalore Sushi,Japanese,Jayanagar,1800,4.6,1
14,Aisha Khan,Bangalore Sushi,Indian,Malleswaram,1800,4.7,1
15,Jyothi Reddy,Bangalore Thali,American,Jayanagar,1153,4.5,1
9,Vinay Kumar,Bangalore Sushi,American,Koramangala,1201,4.1,0
14,Aarav Singh,Bangalore Masala,American,Bellandur,1244,3.8,0
2,Rakesh Singh,Bangalore Pancake,Indian,Koramangala,1028,4.1,0
14,Kavita Naidu,Bangalore Sandwich,Indian,Banashankari,1454,3.9,1
4,Kumar Patel,Bangalore Sandwich,American,Bommanahalli,1238,3.8,0
4,Kavita Naidu,Bangalore Pasta,Indian,Domlur,1800,4.3,1
11,Ravi Verma,Spice Villa,Indian,Banashankari,1100,4.0,0
7,Ananya Patel,Bangalore Masala,Indian,Bommanahalli,1800,4.4,1
10,Vinay Kumar,Bangalore Dosa,Indian,Bommanahalli,1127,4.0,0
2,Rakesh Singh,Bangalore Pancake,Indian,Banashankari,1302,3.8,0
9,Rajesh Kumar,Bangalore Burger,American,Whitefield,1205,4.2,0
8,Kavita Naidu,Bangalore Pasta,Indian,Jayanagar,1800,4.4,1
10,Kumar Patel,Bangalore Paratha,Indian,Whitefield,1334,3.8,0
14,Vinay Kumar,Bangalore Sandwich,Mediterranean,Koramangala,1034,4.0,0
13,Jyothi Reddy,Bangalore Thali,Japanese,Domlur,1514,4.4,1
13,Rajesh Kumar,Bangalore Masala,Indian,Koramangala,1186,3.8,0
13,Megha Singh,Bangalore Pasta,Italian,Marathahalli,1577,4.7,1
11,Priya Gupta,Bangalore Thali,Italian,Koramangala,1456,4.4,1
15,Aarav Singh,Bangalore Pancake,American,Hebbal,1135,4.0,0
13,Priya Gupta,Bangalore Pizza,Indian,Domlur,1678,4.5,1
